,OPEID,INSTNM,CITY,NUMBRANCH,PREDDEG,HIGHDEG,CONTROL,region,ADM_RATE,UGDS,CURROPER,TUITFTE,INEXPFTE,AVGFACSAL,PFTFAC,PCTFLOAN,UG25abv,COMP_ORIG_YR4_RT,WDRAW_ORIG_YR4_RT,ENRL_ORIG_YR4_RT,DEBT_MDN,Year,NetPrice,Cost,PREDDEG_N,Governance,EnrollmentBins,TuitionBins,ExpenditureBins,Complete,RetentionFT,RetentionPT
1043,01291600,empire beauty school-dixie,Louisville,1,1,1,3,5.0,,149.0,False,4398.0,3393.0,,0.42979999999999996,0.7567,0.5705,0.393258426966,0.202247191011,0.0,12000.0,2011,11906.0,16503.0,Certificate,Private for-profit,small,med,med,0.4026,0.6842,0.1429
1804,01291600,empire beauty school-dixie,Louisville,1,1,1,3,5.0,,126.0,False,7239.0,5941.0,,0.42979999999999996,0.6479,0.5705,0.427536231884,0.210144927536,0.0,9500.0,2012,11711.0,16621.0,Certificate,Private for-profit,small,high,med,0.3784,0.5588,0.6923
3866,01291600,empire beauty school-dixie,Louisville,13,1,1,3,5.0,,123.0,True,7450.0,6157.0,,0.42979999999999996,0.7136,0.3902,0.427536231884,0.210144927536,0.0,6569.0,2013,12096.0,16746.0,Certificate,Private for-profit,small,high,high,0.35,0.7826,0.2
130,01291700,empire beauty school-elizabethtown,Elizabethtown,1,1,1,3,5.0,,161.0,False,6690.0,6013.0,,0.42979999999999996,0.9607,0.3902,0.479674796748,0.268292682927,0.0,9500.0,2010,11835.0,38833.0,Certificate,Private for-profit,medium,high,high,0.5385,0.5179,0.6429
1042,01291700,empire beauty school-elizabethtown,Elizabethtown,1,1,1,3,5.0,,200.0,False,4291.0,3172.0,,0.42979999999999996,0.7609,0.46,0.529761904762,0.190476190476,0.0,10238.0,2011,11835.0,16296.0,Certificate,Private for-profit,medium,med,med,0.3524,0.4091,0.0
1803,01291700,empire beauty school-elizabethtown,Elizabethtown,1,1,1,3,5.0,,184.0,False,7380.0,5230.0,,0.42979999999999996,0.6291,0.46,0.366515837104,0.248868778281,0.0,9500.0,2012,12481.0,15939.0,Certificate,Private for-profit,medium,high,med,0.33,0.5,0.7
3865,01291700,empire beauty school-elizabethtown,Elizabethtown,11,1,1,3,5.0,,168.0,True,7452.0,5328.0,,0.42979999999999996,0.6993,0.4048,0.366515837104,0.248868778281,0.0,7392.0,2013,12055.0,15855.0,Certificate,Private for-profit,medium,high,med,0.3485,0.4722,0.3333
150,01292100,empire beauty school-boston,Boston,2,1,1,3,1.0,,195.0,False,6981.0,5327.0,,0.42979999999999996,0.9071,0.4048,0.505376344086,0.311827956989,0.0,6473.0,2010,14323.0,23569.0,Certificate,Private for-profit,medium,high,med,0.5446,0.6804,0.6
1057,01292100,empire beauty school-boston,Boston,2,1,1,3,1.0,,280.0,False,6033.0,5261.0,,0.42979999999999996,0.5973,0.3571,0.578488372093,0.223837209302,0.0,6222.0,2011,14323.0,18260.0,Certificate,Private for-profit,medium,high,med,0.455,0.6667,0.7273
1814,01292100,empire beauty school-boston,Boston,2,1,1,3,1.0,,254.0,False,8717.0,6679.0,,0.42979999999999996,0.6121,0.3571,0.513888888889,0.261574074074,0.0,6557.0,2012,13689.0,17605.0,Certificate,Private for-profit,medium,high,high,0.6761,0.7040000000000001,0.6857
4057,01292100,empire beauty school-boston,Boston,10,1,1,3,1.0,,241.0,True,8966.0,7672.0,,0.42979999999999996,0.5372,0.361,0.513888888889,0.261574074074,0.0,6837.0,2013,14205.0,18111.0,Certificate,Private for-profit,medium,high,high,0.5379,0.6989,0.85
387,01292101,empire beauty school-hyannis,Hyannis,2,1,1,3,1.0,,50.0,False,6804.0,6891.0,,0.42979999999999996,0.9192,0.361,0.505376344086,0.311827956989,0.0,6473.0,2010,14419.0,23227.0,Certificate,Private for-profit,small,high,high,0.7636,0.8636,0.4286
1258,01292101,empire beauty school-hyannis,Hyannis,2,1,1,3,1.0,,102.0,False,5549.0,7751.0,,0.42979999999999996,0.5366,0.3333,0.578488372093,0.223837209302,0.0,6222.0,2011,14419.0,17947.0,Certificate,Private for-profit,small,med,high,0.7121,1.0,1.0
1976,01292101,empire beauty school-hyannis,Hyannis,2,1,1,3,1.0,,82.0,False,8796.0,10089.0,,0.42979999999999996,0.4837,0.3333,0.513888888889,0.261574074074,0.0,6557.0,2012,14198.0,17580.0,Certificate,Private for-profit,small,high,highest,0.8421,0.825,0.6667
7130,01292101,empire beauty school-hyannis,Hyannis,10,1,1,3,1.0,,77.0,True,8900.0,11639.0,,0.42979999999999996,0.62,0.3636,0.513888888889,0.261574074074,0.0,6837.0,2013,14568.0,17926.0,Certificate,Private for-profit,small,high,highest,0.6458,0.9286,0.6667
1,01293700,empire beauty school-paradise valley,Phoenix,1,1,1,3,6.0,,86.0,False,8740.0,10208.0,,0.42979999999999996,0.9884,0.3636,0.435897435897,0.25641025641,0.0,10556.0,2010,13026.0,34124.0,Certificate,Private for-profit,small,high,highest,0.48,0.6087,0.25
933,01293700,empire beauty school-paradise valley,Phoenix,1,1,1,3,6.0,,87.0,False,5241.0,5329.0,,0.42979999999999996,0.7643,0.3908,0.59375,0.25641025641,0.0,9892.5,2011,13026.0,17368.0,Certificate,Private for-profit,small,med,med,0.7143,1.0,0.5
1727,01293700,empire beauty school-paradise valley,Phoenix,2,1,1,3,6.0,,74.0,False,8091.0,11193.0,,0.42979999999999996,0.6181,0.3908,0.592105263158,0.25641025641,0.0,8745.0,2012,13248.0,16183.0,Certificate,Private for-profit,small,high,highest,0.5902,0.6296,0.6667
2467,01293700,empire beauty school-paradise valley,Phoenix,11,1,1,3,6.0,,43.0,False,8231.0,11911.0,,0.42979999999999996,0.6598,0.4651,0.592105263158,0.25641025641,0.0,7392.0,2013,12328.0,15718.0,Certificate,Private for-profit,small,high,highest,0.6071,0.68,0.75
129,01296800,empire beauty school-chenoweth,Louisville,1,1,1,3,5.0,,129.0,False,6457.0,6177.0,,0.42979999999999996,0.9116,0.4651,0.704081632653,0.122448979592,0.0,9500.0,2010,11637.0,37396.0,Certificate,Private for-profit,small,high,high,0.5,0.5909,0.6
1041,01296800,empire beauty school-chenoweth,Louisville,1,1,1,3,5.0,,125.0,False,4003.0,3551.0,,0.42979999999999996,0.6759999999999999,0.44799999999999995,0.53125,0.15625,0.0,10667.0,2011,11637.0,15909.0,Certificate,Private for-profit,small,med,med,0.38,0.7273,0.3333
1802,01296800,empire beauty school-chenoweth,Louisville,1,1,1,3,5.0,,83.0,False,7204.0,7376.0,,0.42979999999999996,0.6167,0.44799999999999995,0.443661971831,0.211267605634,0.0,9728.0,2012,11683.0,15107.0,Certificate,Private for-profit,small,high,high,0.3958,0.5238,0.25
3863,01296800,empire beauty school-chenoweth,Louisville,14,1,1,3,5.0,,107.0,True,6540.0,7961.0,,0.42979999999999996,0.6275,0.4393,0.443661971831,0.211267605634,0.0,6392.5,2013,11434.0,14911.0,Certificate,Private for-profit,small,high,high,0.4615,0.5714,0.6667
375,01301500,empire beauty school-philadelphia chestnut st,Philadelphia,2,1,1,3,2.0,,459.0,False,9323.0,5211.0,,0.42979999999999996,0.9875,0.4393,0.384074941452,0.320843091335,0.0,8100.0,2010,15310.0,32817.0,Certificate,Private for-profit,medium,high,med,0.5041,0.5128,0.5
851,01301501,empire beauty school-e memphis,Memphis,2,0,0,3,5.0,,113.0,False,6815.0,12386.0,,0.2157,0.8366,0.4393,0.384074941452,0.320843091335,0.0,8100.0,2010,11453.0,16495.0,Not classified,Private for-profit,small,high,highest,0.728,0.706,
1613,01301501,empire beauty school-e memphis,Memphis,2,1,1,3,5.0,,147.0,False,6038.0,5698.0,,0.42979999999999996,0.7909999999999999,0.3401,0.438073394495,0.288990825688,0.0,9489.0,2011,11453.0,16495.0,Certificate,Private for-profit,small,high,med,0.6563,0.5152,
2262,01301501,empire beauty school-e memphis,Memphis,2,1,1,3,5.0,,182.0,False,7871.0,8915.0,,0.42979999999999996,0.7095,0.3401,0.445714285714,0.297142857143,0.0,9500.0,2012,12329.0,16362.0,Certificate,Private for-profit,medium,high,high,0.6563,0.6667,0.5833
9042,01301501,empire beauty school-e memphis,Memphis,10,1,1,3,5.0,,169.0,True,8085.0,7789.0,,0.42979999999999996,0.7428,0.3491,0.445714285714,0.297142857143,0.0,6837.0,2013,12103.0,16537.0,Certificate,Private for-profit,medium,high,high,0.4941,0.6545,0.75
93,01308700,capri garfield ridge school of beauty culture,Chicago,1,1,1,3,3.0,,129.0,False,3983.0,3847.0,,0.42979999999999996,0.8902,0.3491,0.417582417582,0.21094177345850001,0.0,8153.5,2010,20961.0,33164.0,Certificate,Private for-profit,small,med,med,0.98,0.6923,0.9583
1012,01308700,capri garfield ridge school of beauty culture,Chicago,1,1,1,3,3.0,,108.0,False,4855.0,5129.0,,0.42979999999999996,0.8592,0.3704,0.485148514851,0.168316831683,0.0,8500.0,2011,20961.0,26618.0,Certificate,Private for-profit,small,med,med,0.3614,0.8182,
300,01309400,bellingham beauty school,Bellingham,1,1,1,3,8.0,,47.0,False,1483.0,1491.0,,0.42979999999999996,0.2667,0.3704,0.677419354839,0.21094177345850001,0.0,6500.0,2010,9975.0,32597.0,Certificate,Private for-profit,small,low,low,0.8929,0.1463,
1187,01309400,bellingham beauty school,Bellingham,1,1,1,3,8.0,,70.0,False,2074.0,2385.0,,0.42979999999999996,0.3617,0.3857,0.466666666667,0.21094177345850001,0.0,6861.0,2011,9975.0,12845.0,Certificate,Private for-profit,small,low,low,0.84,0.4615,
1919,01309400,bellingham beauty school,Bellingham,1,1,1,3,8.0,,33.0,False,9249.0,6105.0,,0.42979999999999996,0.1714,0.3857,0.470588235294,0.21094177345850001,0.0,6861.0,2012,9027.0,11373.0,Certificate,Private for-profit,small,high,high,0.8889,0.4,
435,01326400,henry abbott technical high school,Danbury,1,1,1,1,1.0,0.44,22.0,False,3989.0,9807.0,,0.475,0.0,0.3857,0.0996921939175,0.033107377935,0.0,6917.75,2010,7890.0,10050.0,Certificate,Public,small,med,high,1.0,1.0,
819,01367400,milan institute of cosmetology-concord,Concord,3,1,1,3,8.0,,206.0,False,2730.0,1240.0,,0.42979999999999996,0.657,0.3857,0.56462585034,0.21094177345850001,0.0,9500.0,2010,15999.0,32510.0,Certificate,Private for-profit,medium,med,low,0.6563,0.8,
1587,01367400,milan institute of cosmetology-concord,Concord,9,1,1,3,8.0,,172.0,False,5055.0,2029.0,,0.42979999999999996,0.4567,0.4012,0.538461538462,0.278002699055,0.0,9500.0,2011,15999.0,19928.0,Certificate,Private for-profit,medium,med,low,0.6563,0.7049,
2239,01367400,milan institute of cosmetology-concord,Concord,9,1,1,3,8.0,,136.0,False,5453.0,2333.0,,0.42979999999999996,0.4328,0.4012,0.542524619517,0.282900626679,0.0,9500.0,2012,15276.0,18481.0,Certificate,Private for-profit,small,med,low,0.7178,0.6383,
889,01367401,milan institute of cosmetology-la quinta,La Quinta,3,0,0,3,8.0,,95.0,False,8550.5,2898.0,,0.2157,0.6667,0.4012,0.450096899225,0.269430051813,0.007191892775,11311.0,2010,14697.0,18592.0,Not classified,Private for-profit,small,,,0.728,0.706,
9165,01367401,milan institute of cosmetology-la quinta,La Quinta,9,1,1,3,8.0,,162.0,True,7212.0,2621.0,,0.42979999999999996,0.3167,0.2963,0.56462585034,0.21094177345850001,0.0,9500.0,2013,14697.0,18592.0,Certificate,Private for-profit,medium,high,med,0.451,0.6552,
890,01367402,milan institute of cosmetology-el paso,El Paso,3,0,0,3,6.0,,44.0,False,8550.5,2898.0,,0.2157,,0.2963,0.450096899225,0.269430051813,0.007191892775,11311.0,2010,15270.0,19009.0,Not classified,Private for-profit,small,,,0.728,0.706,
9167,01367402,milan institute of cosmetology-el paso,El Paso,9,1,1,3,6.0,,458.0,True,6202.0,1913.0,,0.42979999999999996,0.4466,0.4847,0.56462585034,0.21094177345850001,0.0,9500.0,2013,15270.0,19009.0,Certificate,Private for-profit,medium,high,low,0.527,0.5636,
672,01647100,the art institute of california-inland empire,San Bernardino,1,2,3,3,8.0,0.4342,1938.0,False,15878.0,3881.0,5127.0,0.4038,0.9001,0.4847,0.339111592633,0.328495034377,0.010035842294,12668.0,2010,26776.0,31048.0,Associates,Private for-profit,large,highest,med,0.42635,0.8393,0.5132
88,02055000,waycross college,Waycross,1,2,2,1,5.0,,846.0,False,1429.0,3484.0,4466.0,0.4906,0.2386,0.4847,0.115118956255,0.127208480565,0.077738515901,5000.0,2010,5613.0,11464.0,Associates,Public,large,low,med,0.1966,0.5393,0.4194
1007,02055000,waycross college,Waycross,1,2,2,1,5.0,,724.0,False,1479.0,3222.0,4582.0,0.5366,0.2507,0.3247,0.115118956255,0.139784946237,0.05017921147,5250.0,2011,5978.0,11796.0,Associates,Public,large,low,med,0.1732,0.496,0.4655
1785,02055000,waycross college,Waycross,1,2,2,1,5.0,,632.0,False,1850.0,3296.0,4493.0,0.6944,0.2936,0.3247,0.115118956255,0.170418006431,0.03536977492,5250.0,2012,7160.0,12367.0,Associates,Public,large,low,med,0.1723,0.5563,0.3803
173,02066900,nichols career center,Jefferson City,1,1,1,1,4.0,0.3125,65.0,False,6819.0,8399.0,,0.475,0.5347,0.3247,0.727272727273,0.033107377935,0.0,7500.0,2010,21413.0,24795.0,Certificate,Public,small,high,high,0.9309999999999999,0.88,0.5
1073,02066900,nichols career center,Jefferson City,1,1,1,1,4.0,0.3235,68.0,False,8062.0,7955.0,,0.475,0.5781,0.3971,0.727272727273,0.033107377935,0.0,7500.0,2011,21413.0,27882.0,Certificate,Public,small,high,high,0.8947,0.7692,1.0
1829,02066900,nichols career center,Jefferson City,1,1,1,1,4.0,0.4,71.0,False,7865.0,10767.0,,0.475,0.7206,0.3971,0.727272727273,0.033107377935,0.0,7454.0,2012,21017.0,24951.0,Certificate,Public,small,high,highest,0.7391,0.75,1.0
171,02068202,coxhealth school of radiologic technology,Springfield,3,1,1,2,4.0,,19.0,False,1563.0,3261.0,,0.62,0.4737,0.3971,0.459459459459,0.156756756757,0.0,15250.0,2010,14996.0,19623.0,Certificate,Private nonprofit,small,low,med,0.75,0.74085,
485,02068204,lester e cox medical center-school of medical technology,Springfield,3,0,0,2,4.0,,189.0,False,2571.0,20193.0,,0.45,,0.3971,0.459459459459,0.156756756757,0.026904864399,15250.0,2010,11516.0,17823.0,Not classified,Private nonprofit,,med,highest,0.6251,0.79425,
1343,02068204,lester e cox medical center-school of medical technology,Springfield,2,0,0,2,4.0,,189.0,False,2358.0,25310.0,,0.45,,0.3971,0.482142857143,0.160714285714,0.026904864399,16964.0,2011,11516.0,17823.0,Not classified,Private nonprofit,,low,highest,0.6251,0.79425,
2048,02068204,lester e cox medical center-school of medical technology,Springfield,2,0,0,2,4.0,,189.0,False,2129.0,18811.0,,0.45,,0.3971,0.448275862069,0.189655172414,0.026904864399,17000.0,2012,11516.0,17823.0,Not classified,Private nonprofit,,low,highest,0.6251,0.79425,
156,02068700,fiser's college of cosmetology,Adrian,1,1,1,3,3.0,,17.0,False,4474.0,850.0,,0.42979999999999996,0.8276,0.3971,0.56462585034,0.0,0.0,8105.0,2010,15310.0,12038.0,Certificate,Private for-profit,small,med,low,0.5882,0.8333,1.0
717,020693A1,vatterott education center,Dallas,3,1,1,3,6.0,,132.0,False,7746.0,2615.0,,0.42979999999999996,0.7229,0.3971,0.499108734403,0.310160427807,0.0,13000.0,2010,12891.0,18478.0,Certificate,Private for-profit,small,high,med,0.7204,0.3814,
1519,020693A1,vatterott education center,Dallas,3,1,1,3,6.0,,157.0,False,6928.0,1875.0,,0.42979999999999996,0.8657,0.6688,0.480392156863,0.290441176471,0.0,16418.0,2011,12891.0,17727.0,Certificate,Private for-profit,medium,high,low,0.2837,0.125,
413,02070100,beckley beauty academy,Beckley,1,1,1,3,5.0,,61.0,False,2289.0,673.0,,0.42979999999999996,0.0,0.6688,0.56462585034,0.0,0.0,9500.0,2010,15310.0,25124.0,Certificate,Private for-profit,small,low,low,0.4615,0.9412,
12,02071200,kaplan college-phoenix,Phoenix,1,1,2,3,6.0,,644.0,False,8444.0,2164.0,4230.0,0.325,0.7323,0.6688,0.525773195876,0.230240549828,0.0,9500.0,2010,18433.0,63185.0,Certificate,Private for-profit,large,high,low,0.4422,0.5223,
943,02071200,kaplan college-phoenix,Phoenix,1,1,2,3,6.0,,485.0,False,9102.0,2868.0,4407.0,0.2821,0.6364,0.5236,0.542416452442,0.221079691517,0.0,9500.0,2011,18433.0,21750.0,Certificate,Private for-profit,medium,high,med,0.5033,0.7204,
1736,02071200,kaplan college-phoenix,Phoenix,1,1,2,3,6.0,,392.0,False,7130.0,2804.0,3716.0,0.1818,0.5436,0.5236,0.579606440072,0.228980322004,0.0,9497.5,2012,13170.0,17371.0,Certificate,Private for-profit,medium,high,med,0.6163,0.8356,
2499,02071200,kaplan college-phoenix,Phoenix,1,1,2,3,6.0,,93.0,False,10755.0,4722.0,3568.0,0.1818,0.5452,0.5806,0.579606440072,0.228980322004,0.0,9500.0,2013,17360.0,22094.0,Certificate,Private for-profit,small,highest,med,0.6285,0.7778,
269,02071900,empire beauty school-providence,Providence,1,1,1,3,1.0,,151.0,False,7751.0,7935.0,,0.42979999999999996,0.9167,0.5806,0.628865979381,0.20618556701,0.0,9500.0,2010,12098.0,33928.0,Certificate,Private for-profit,medium,high,high,0.6031,0.5,0.7778
1157,02071900,empire beauty school-providence,Providence,1,1,1,3,1.0,,182.0,False,4755.0,4843.0,,0.42979999999999996,0.7147,0.4011,0.508875739645,0.159763313609,0.0,9500.0,2011,12098.0,16721.0,Certificate,Private for-profit,medium,med,med,0.5556,0.6129,0.5
1899,02071900,empire beauty school-providence,Providence,1,1,1,3,1.0,,153.0,False,7770.0,8874.0,,0.42979999999999996,0.7299,0.4011,0.568965517241,0.206896551724,0.0,9500.0,2012,12657.0,17138.0,Certificate,Private for-profit,medium,high,high,0.5,0.5957,0.2
5862,02071900,empire beauty school-providence,Providence,10,1,1,3,1.0,,135.0,True,8629.0,9682.0,,0.42979999999999996,0.7103,0.4667,0.568965517241,0.206896551724,0.0,6837.0,2013,14058.0,18504.0,Certificate,Private for-profit,small,high,high,0.6232,0.7895,0.75
389,02072200,empire beauty school-arvada,Arvada,1,1,1,3,7.0,,80.0,False,7906.0,7030.0,,0.42979999999999996,0.9758,0.4667,0.614285714286,0.21094177345850001,0.0,11622.0,2010,13346.0,40157.0,Certificate,Private for-profit,small,high,high,0.5128,0.5882,0.5714
1260,02072200,empire beauty school-arvada,Arvada,1,1,1,3,7.0,,85.0,False,5445.0,5098.0,,0.42979999999999996,0.7047,0.5176,0.484848484848,0.19696969697,0.0,12000.0,2011,13346.0,18071.0,Certificate,Private for-profit,small,med,med,0.4375,0.7273,0.5
1978,02072200,empire beauty school-arvada,Arvada,1,1,1,3,7.0,,65.0,False,8814.0,8606.0,,0.42979999999999996,0.6729,0.5176,0.489795918367,0.30612244898,0.0,11132.0,2012,14124.0,17496.0,Certificate,Private for-profit,small,high,high,0.4242,0.619,0.5
7136,02072200,empire beauty school-arvada,Arvada,16,1,1,3,7.0,,52.0,False,15563.0,16174.0,,0.42979999999999996,0.6542,0.4808,0.489795918367,0.30612244898,0.0,6406.0,2013,12929.0,16288.0,Certificate,Private for-profit,small,highest,highest,0.5806,0.5,0.5
170,02073600,kennett career and technology center,Kennett,1,1,1,1,4.0,,24.0,False,2493.0,4855.0,,0.475,0.8222,0.4808,0.0996921939175,0.0,0.0,5500.0,2010,1820.0,10710.0,Certificate,Public,small,low,med,0.875,0.625,
1071,02073600,kennett career and technology center,Kennett,1,1,1,1,4.0,,24.0,False,4056.0,5526.0,,0.475,0.7826,0.2917,0.0996921939175,0.0,0.0,5500.0,2011,1820.0,11120.0,Certificate,Public,small,med,med,0.75,0.625,
685,020740A1,branford hall career institute-albany campus,Albany,6,1,1,3,2.0,,327.0,False,8465.0,3116.0,,0.42979999999999996,0.6772,0.2917,0.61483701761,0.206819033346,0.0,7386.5,2010,22448.0,22067.0,Certificate,Private for-profit,medium,high,med,0.6751,0.7778,0.6304
8429,020740A1,branford hall career institute-albany campus,Albany,6,1,1,3,2.0,,378.0,True,10520.0,4555.0,,0.42979999999999996,0.7504,0.6243,0.61483701761,0.206819033346,0.0,9127.5,2013,22448.0,26028.0,Certificate,Private for-profit,medium,highest,med,0.5457,0.8,0.6923
285,02074100,capitol city trade and technical school,Austin,2,1,1,3,6.0,,213.0,False,26024.0,3741.0,,0.42979999999999996,0.9589,0.6243,0.558541266795,0.287907869482,0.0,9500.0,2010,33632.0,35434.0,Certificate,Private for-profit,medium,highest,med,0.6935,0.7805,
1173,02074100,capitol city trade and technical school,Austin,2,1,1,3,6.0,,192.0,False,35604.0,6614.0,,0.42979999999999996,0.9695,0.4896,0.530042918455,0.31974248927,0.0,9500.0,2011,33632.0,35788.0,Certificate,Private for-profit,medium,highest,high,0.7240000000000001,0.7547,
1910,02074100,capitol city trade and technical school,Austin,2,1,1,3,6.0,,160.0,False,14349.0,3561.0,,0.42979999999999996,0.875,0.4896,0.593959731544,0.291946308725,0.0,9500.0,2012,25981.0,28200.0,Certificate,Private for-profit,medium,highest,med,0.5801,0.7222,
6103,02074100,capitol city trade and technical school,Austin,2,1,1,3,6.0,,165.0,False,11876.0,3233.0,,0.42979999999999996,0.8515,0.4848,0.593959731544,0.291946308725,0.0,9500.0,2013,28051.0,31270.0,Certificate,Private for-profit,medium,highest,med,0.4722,0.7857,
340,02074101,allied health careers,Austin,2,1,2,3,6.0,,295.0,False,7171.0,1187.0,2487.0,0.9,0.9615,0.4848,0.558541266795,0.287907869482,0.0,9500.0,2010,25704.0,49758.0,Certificate,Private for-profit,medium,high,low,0.4526,0.6389,
1220,02074101,allied health careers,Austin,2,1,2,3,6.0,,227.0,False,10895.0,2199.0,2504.0,0.9231,0.9677,0.4846,0.530042918455,0.31974248927,0.0,9500.0,2011,25704.0,28021.0,Certificate,Private for-profit,medium,highest,low,0.5392,0.7645,
1947,02074101,allied health careers,Austin,2,1,2,3,6.0,,199.0,False,9488.0,3132.0,,1.0,0.8596,0.4846,0.593959731544,0.291946308725,0.0,9500.0,2012,18221.0,21542.0,Certificate,Private for-profit,medium,high,med,0.4645,0.7489,
6943,02074101,allied health careers,Austin,2,1,2,3,6.0,,177.0,False,11022.0,3301.0,3042.0,1.0,0.8943,0.4011,0.593959731544,0.291946308725,0.0,9500.0,2013,31269.0,34950.0,Certificate,Private for-profit,medium,highest,med,0.3848,0.6392,
